review,sentiment,cleaned_reviews,Cluster
"कहने को फिल्म थ्रिलर जॉनर की है, पर रोमांच, एक्शन, स्टंट यहां तक कि एक घूंसा भी चलाने की जहमत नहीं उठाई गई।",neutral,कहन क फलम थरलर जनर क ह पर रमच एकशन सटट यह तक क एक घस भ चलन क जहमत नह उठई गई,1
"जैकी भगनानी की यह फिल्म उनकी पिछली कुछ फिल्मों से बेहतर है, क्योंकि उन्हें एक सामान्य भूमिका मिली है।",neutral,जक भगनन क यह फलम उनक पछल कछ फलम स बहतर ह कयक उनह एक समनय भमक मल ह,1
"आज के युवा दर्शक इसकी कल्पना नहीं कर सकते, क्योंकि अभी की हिट फिल्में भी 240 शो पार करते-करते दम तोड़ देती हैं।",neutral,आज क यव दरशक इसक कलपन नह कर सकत कयक अभ क हट फलम भ  श पर करतकरत दम तड़ दत ह,1
जिसमें फिल्म इंस्टीट्यूट  पुणे के विजय वर्मा और नेशनल स्कूल ऑफ ड्रामा के अमितोष नागपाल प्रमुख हैं।,neutral,जसम फलम इसटटयट  पण क वजय वरम और नशनल सकल ऑफ डरम क अमतष नगपल परमख ह,1
इस फिल्म में हिंसा जघन्यतम रूप में दिखती है।,neutral,इस फलम म हस जघनयतम रप म दखत ह,1
कई फिल्में बनने के बाद महत्वपूर्ण और महान हो जाती हैं।,neutral,कई फलम बनन क बद महतवपरण और महन ह जत ह,1
फिल्म के नायक सूरज के मामा के अलावा किसी में भी अच्छाई नजर नहीं आती।,neutral,फलम क नयक सरज क मम क अलव कस म भ अचछई नजर नह आत,1
"यह फिल्म मनीष शर्मा की शैली और यशराज की सोच की खिचड़ी के रूप में सामने आती है, जिसमें ठगी का तड़का डाला गया है।",neutral,यह फलम मनष शरम क शल और यशरज क सच क खचड क रप म समन आत ह जसम ठग क तडक डल गय ह,1
यह फिल्म बोरिंग है।,neutral,यह फलम बरग ह,1
फिल्म में ऐसी हरकतों के उपादान के लिए छह लड़कियां हैं।,neutral,फलम म ऐस हरकत क उपदन क लए छह लड़कय ह,1
"षमिताभ' की कहानी एक गूंगे शख्स की है, जो हिंदी फिल्म इंडस्ट्री का सुपरस्टार बन जाता है।",neutral,षमतभ क कहन एक गग शखस क ह ज हद फलम इडसटर क सपरसटर बन जत ह,1
वह दिन दूर नहीं जब वह एक फिल्म के लिए सात से आठ करोड़ मेहनताना मांगकर खान तिकड़ी को चौंका दें।,neutral,वह दन दर नह जब वह एक फलम क लए सत स आठ करड महनतन मगकर खन तकड क चक द,1
डरावनी और भुतहा फिल्में बनाने में विशेषज्ञता हासिल कर चुके विक्रम भट्ट ने इस बार खुद को लेखन और निर्माण तक सीमित रखा है।,neutral,डरवन और भतह फलम बनन म वशषजञत हसल कर चक वकरम भटट न इस बर खद क लखन और नरमण तक समत रख ह,1
"फिल्म में तीन आइटम नंबर हैं, लेकिन वे कहानी का साथ नहीं देते।",neutral,फलम म तन आइटम नबर ह लकन व कहन क सथ नह दत,1
"दरअसल,अनुपम खेर ने इतनी ज्यादा और साधारण फिल्में की हैं कि हम उनकी विशेषताओं को तूल नहीं दे सके।",neutral,दरअसलअनपम खर न इतन जयद और सधरण फलम क ह क हम उनक वशषतओ क तल नह द सक,1
फिल्म के थीम को गीतकार गौरव सोलंकी ने भी अपने गीतों में सटीक अभिव्यक्ति दी है।,neutral,फलम क थम क गतकर गरव सलक न भ अपन गत म सटक अभवयकत द ह,1
फिल्म का निर्देशन क्रिस्टोफर मैकक्वेरी ने किया है।,neutral,फलम क नरदशन करसटफर मककवर न कय ह,1
फिल्म केवल अंतर्विरोधों को प्रकट कर देती है।,neutral,फलम कवल अतरवरध क परकट कर दत ह,1
इस फिल्म के निर्माता अंजुम रिजवी के उल्लेखनीय समर्थन से युवा निर्देशकों के सपने पूरे होते हैं।,neutral,इस फलम क नरमत अजम रजव क उललखनय समरथन स यव नरदशक क सपन पर हत ह,1
इस फिल्म को देखते हुए कई बार तो यह ख्याल आता है कि कहीं निर्देशक थककर आराम तो नहीं कर रहा।,neutral,इस फलम क दखत हए कई बर त यह खयल आत ह क कह नरदशक थककर आरम त नह कर रह,1
"इस हॉट बैचलर पार्टी में ऐसा कुछ खास नहीं कि आप इसमें शामिल हो सकें। हां , अगर आप हॉट पार्टियों के शौकीन है तो इंटरवल के बाद फिल्म आपको कुछ जमेगी। फिल्म के कई डायलॉग डबल मीनिंग है तो वहीं इंटरवल के बाद कहानी डायरेक्टर के हाथों पूरी तरह निकल जाती है।",neutral,इस हट बचलर परट म ऐस कछ खस नह क आप इसम शमल ह सक ह  अगर आप हट परटय क शकन ह त इटरवल क बद फलम आपक कछ जमग फलम क कई डयलग डबल मनग ह त वह इटरवल क बद कहन डयरकटर क हथ पर तरह नकल जत ह,1
"बहुत कम फिल्में ऐसी होती हैं,जो आरंंभ से अंत तक दर्शकों को बांध ही न पाएं।",neutral,बहत कम फलम ऐस हत हज आरभ स अत तक दरशक क बध ह न पए,1
अनुराग की इस फिल्म में केवल कली ही निष्कपट चरित्र है।,neutral,अनरग क इस फलम म कवल कल ह नषकपट चरतर ह,1
धर्म संकट में' ब्रिटिश कॉमेडी फिल्म 'द इनफिडेल' से स्पष्ट रूप से प्रेरित है।,neutral,धरम सकट म बरटश कमड फलम द इनफडल स सपषट रप स पररत ह,1
चित्रकार के जीवन पर आधारित इस फिल्म में उन्होंने रंगों का आकर्षक संयोजन किया है।,neutral,चतरकर क जवन पर आधरत इस फलम म उनहन रग क आकरषक सयजन कय ह,1
वीनस की फिल्म में यह कमी खलती है।,neutral,वनस क फलम म यह कम खलत ह,1
फिल्म के संवाद उत्तेजक हैं।,neutral,फलम क सवद उततजक ह,1
"इमरान और भट्ट कैंप की फिल्मों की हीरोइनें जो कुछ करती हैं, ईशा ने भी उस काम को भलीभांति किया है।",neutral,इमरन और भटट कप क फलम क हरइन ज कछ करत ह ईश न भ उस कम क भलभत कय ह,1
फिल्म के किरदारों के साथ वे पहले ही संवाद बोलने से नहीं चूकते।,neutral,फलम क करदर क सथ व पहल ह सवद बलन स नह चकत,1
सहज तरीके से वे ढाई-तीन दशक पुरानी शैली और संरचना की फिल्म आज के दर्शकों के लिए पेश कर देते हैं।,neutral,सहज तरक स व ढईतन दशक परन शल और सरचन क फलम आज क दरशक क लए पश कर दत ह,1
उदय चोपड़ा की इस फिल्म से भी कोई चमत्कार की उम्मीद नहीं है।,neutral,उदय चपड क इस फलम स भ कई चमतकर क उममद नह ह,1
नागेश कुकुनूर 'हैदराबाद ब्लूज' से दस्तक देने के बाद लगातार खास किस्म की फिल्म निर्देशित करते रहे हैं।,neutral,नगश ककनर हदरबद बलज स दसतक दन क बद लगतर खस कसम क फलम नरदशत करत रह ह,1
फिल्म के बारे में कहा जा सकता है कि यह यशराज जैसी ऊंची दुकान का फीका पकवान है।,neutral,फलम क बर म कह ज सकत ह क यह यशरज जस ऊच दकन क फक पकवन ह,1
अगर डेविड फिल्म की स्क्रिप्ट कुछ और कसते तो इसे एक अच्छी कॉमिडी फिल्म बनाया जा सकता था। लेकिन कमजोर निर्देशन और बिखरी स्क्रिप्ट के चलते करीब दो घंटे की यह फिल्म अंत तक दर्शकों को बांध नहीं पाती।,neutral,अगर डवड फलम क सकरपट कछ और कसत त इस एक अचछ कमड फलम बनय ज सकत थ लकन कमजर नरदशन और बखर सकरपट क चलत करब द घट क यह फलम अत तक दरशक क बध नह पत,1
किक' जैसी फिल्मों का एकमात्र उद्देश्य आम दर्शकों का मनोरंजन करना है।,neutral,कक जस फलम क एकमतर उददशय आम दरशक क मनरजन करन ह,1
इसके बावजूद उनकी फिल्मों को क्रमवार देखें तो 'मकबूल' से 'मटरू की बिजली का मन्डोला' तक की यात्रा में लगातार बिखराव की ओर बढ़ रहे हैं।,neutral,इसक बवजद उनक फलम क करमवर दख त मकबल स मटर क बजल क मनडल तक क यतर म लगतर बखरव क ओर बढ रह ह,1
अहिशोर सोलोमन ने दो-चार किरदारों को लेकर एक रोमांचक फिल्म बनाने की कोशिश की है।,neutral,अहशर सलमन न दचर करदर क लकर एक रमचक फलम बनन क कशश क ह,1
बाबाओं के आडंबर और ईश्वर के नाम पर चल रहे ढोंग और प्रपंच को अनके फिल्मों में विषय बताया गया है।,neutral,बबओ क आडबर और ईशवर क नम पर चल रह ढग और परपच क अनक फलम म वषय बतय गय ह,1
हिंदी में बच्चों पर केंद्रित फिल्में बहुत कम बनती हैं।,neutral,हद म बचच पर कदरत फलम बहत कम बनत ह,1
आगे की कहानी के लिए आपको फिल्म देखनी चाहिए!,neutral,आग क कहन क लए आपक फलम दखन चहए,1
इस परहेज की यही वजह हो सकती है कि भारत में फिल्में राजनीतिक होते ही मुश्किलों में फंस जाती हैं।,neutral,इस परहज क यह वजह ह सकत ह क भरत म फलम रजनतक हत ह मशकल म फस जत ह,1
सूर्या के रोल में दक्षिण की फिल्मों के स्टार पृथ्वीराज सुकुमारन हैं।,neutral,सरय क रल म दकषण क फलम क सटर पथवरज सकमरन ह,1
षमिताभ' अनोखी व प्रयोगवादी किस्सागोई करने को मशहूर फिल्मकार आर. बाल्की की फिल्म है।,neutral,षमतभ अनख व परयगवद कससगई करन क मशहर फलमकर आर बलक क फलम ह,1
आर. बाल्की ने 156 मिनट लंबी फिल्म को बोझिल नहीं होने दिया है।,neutral,आर बलक न  मनट लब फलम क बझल नह हन दय ह,1
इस फिल्म में काजोल का जरूरी योगदान है।,neutral,इस फलम म कजल क जरर यगदन ह,1
गर पूरी फिल्म 3 डी होती तो यह रोमांच स्थायी और गहरा होता।,neutral,गर पर फलम  ड हत त यह रमच सथय और गहर हत,1
यह पहली फिल्म है जो उन्होंने बड़ी अच्छी बनाई है।,neutral,यह पहल फलम ह ज उनहन बड अचछ बनई ह,1
ऐसी फिल्मों के विशेष दर्शक हैं।,neutral,ऐस फलम क वशष दरशक ह,1
कुछ सालों पहले यशराज फिल्म्स की एक फिल्म आई थी बचना ऐ हसीनों।,neutral,कछ सल पहल यशरज फलमस क एक फलम आई थ बचन ऐ हसन,1
शबरी के डॉन  बनने के पर्याप्त कारण फिल्म में नहीं दिखाई देते।,neutral,शबर क डन  बनन क परयपत करण फलम म नह दखई दत,1
"मुमकिन है इस फिल्म और उनके जीवन में पर्याप्त सामंजस्य नहीं हो,लेकिन केतन मेहता ने राजा रवि वर्मा के जीवन और कार्य को सामयिक संदर्भ दे दिया है।",neutral,ममकन ह इस फलम और उनक जवन म परयपत समजसय नह हलकन कतन महत न रज रव वरम क जवन और करय क समयक सदरभ द दय ह,1
फिल्म में उनके व सचिन जोशी के किरदारों के बीच की केमिस्ट्री बिल्कुल फीकी है।,neutral,फलम म उनक व सचन जश क करदर क बच क कमसटर बलकल फक ह,1
आमतौर पर हॉरर फिल्मों में ऐसा कम ही देखने को मिलता है।,neutral,आमतर पर हरर फलम म ऐस कम ह दखन क मलत ह,1
चढ्डा की भूमिका में आए अन्नू कपूर इस फिल्म की जान हैं।,neutral,चढड क भमक म आए अनन कपर इस फलम क जन ह,1
इस बार उनकी फिल्म बोल पाकिस्तानी समाज में प्रचलित मान्यताओं की बखिया उधेड़ती है और संवेदनशील तरीके से औरतों का पक्ष रखती है।,neutral,इस बर उनक फलम बल पकसतन समज म परचलत मनयतओ क बखय उधडत ह और सवदनशल तरक स औरत क पकष रखत ह,1
यदि वे ऐसा करते तो फिल्म अपने उद्देश्य से खिसक जाती।,neutral,यद व ऐस करत त फलम अपन उददशय स खसक जत,1
"फिल्म के डाइरेक्टर भी शोले से कुछ ज्यादा ही प्रभावित हैं , तभी तो उन्होंने अपनी फिल्म में इन दोनों को महंगी कारों पर हाथ साफ करने वाले चोर के रूप में दिखाया। पर इंटरवल से थोड़ी देर पहले दर्शकों के बीच साफ होता है कि जय पुलिस इंस्पेक्टर है।",neutral,फलम क डइरकटर भ शल स कछ जयद ह परभवत ह  तभ त उनहन अपन फलम म इन दन क महग कर पर हथ सफ करन वल चर क रप म दखय पर इटरवल स थड दर पहल दरशक क बच सफ हत ह क जय पलस इसपकटर ह,1
यह उस दौर की एक खूबसूरत और भव्य फिल्म थी।,neutral,यह उस दर क एक खबसरत और भवय फलम थ,1
रितेश मेनन की 'क्रेजी कुक्कड़ फैमिली' भिन्न किस्म की कॉमेडी फिल्म है।,neutral,रतश मनन क करज कककड फमल भनन कसम क कमड फलम ह,1
पुरानी फिल्म के प्रति नॉस्टेलजिक होना ठीक है।,neutral,परन फलम क परत नसटलजक हन ठक ह,1
"फिल्म का संदेश साफ है कि दोस्ती ही एक ऐसा रिश्ता है, जिसको निभाने के लिए लोग कुछ भी कर गुजरते हैं।",neutral,फलम क सदश सफ ह क दसत ह एक ऐस रशत ह जसक नभन क लए लग कछ भ कर गजरत ह,1
"वहीं फिल्म के हीरो इमरान ने हेलिकॉप्टर से चलती ट्रेन में छलांग लगाने वाले बेहद खतरनाक सीन को बिना किसी डुप्लिकेट के किया। यही नहीं फिल्म के सारे स्टंट संजय , और इमरान के हिस्से में रहे है बल्कि श्रुति हासन और चित्राशी ने भी अंडर वॉटर कई खतरनाक दृश्यों को बिना किसी डुप्लिकेट के शूट किया।",neutral,वह फलम क हर इमरन न हलकपटर स चलत टरन म छलग लगन वल बहद खतरनक सन क बन कस डपलकट क कय यह नह फलम क सर सटट सजय  और इमरन क हसस म रह ह बलक शरत हसन और चतरश न भ अडर वटर कई खतरनक दशय क बन कस डपलकट क शट कय,1
पीरियड रचने में यह फिल्म पूरी तरह से सफल रही है।,neutral,परयड रचन म यह फलम पर तरह स सफल रह ह,1
एनीमेशन फिल्म 'महाभारत' की एकमात्र खूबी इसके परिचित चरित्रों को मिली पापुलर कलाकारों की आवाज है।,neutral,एनमशन फलम महभरत क एकमतर खब इसक परचत चरतर क मल पपलर कलकर क आवज ह,1
आठवें-नौवें दशक की मारधाड़ की मसाला फिल्मों की शैली में बनी ऐसी फिल्मों के दर्शक आज भी मौजूद हैं।,neutral,आठवनव दशक क मरधड़ क मसल फलम क शल म बन ऐस फलम क दरशक आज भ मजद ह,1
मगर इस फिल्म का एक पहलू ऐसा है जो इससे पहले किसी फिल्म में नहीं था और उसने बागबान को सफल फिल्मों की कतार में लाकर खड़ा कर दिया,neutral,मगर इस फलम क एक पहल ऐस ह ज इसस पहल कस फलम म नह थ और उसन बगबन क सफल फलम क कतर म लकर खड कर दय,1
फिल्म में एक संवाद है कि अगर औरत खुद को बेचने पर आए तो वह दुनिया के किसी भी मर्द को खरीद सकती है।,neutral,फलम म एक सवद ह क अगर औरत खद क बचन पर आए त वह दनय क कस भ मरद क खरद सकत ह,1
आतंकवाद और इस्लाम पर केंद्रित इस फिल्म में शोएब मंसूर ने साहसी दृष्टिकोण रखा था।,neutral,आतकवद और इसलम पर कदरत इस फलम म शएब मसर न सहस दषटकण रख थ,1
फिल्म का निर्देशन मार्क नेवेल्डीन ने किया है।,neutral,फलम क नरदशन मरक नवलडन न कय ह,1
निर्देशक ने फिल्म को ग्लैमरस बनाने का हर इंतजाम किया है।,neutral,नरदशक न फलम क गलमरस बनन क हर इतजम कय ह,1
फिल्म की शूटिंग महाराष्ट्र के वाई में हुई है।,neutral,फलम क शटग महरषटर क वई म हई ह,1
फिल्म में हंसी आती है।,neutral,फलम म हस आत ह,1
यह अवसर फिल्म शुरू होने के चंद मिनटों के अंदर ही बिखर गया।,neutral,यह अवसर फलम शर हन क चद मनट क अदर ह बखर गय,1
दूसरी ओर उड़िया पृष्ठभूमि पर बनी इस फिल्म में ऐसा कोई चालू मसाला मौजूद नहीं है जो दर्शकों को सिनेमाघरों की ओर खींच सके।,neutral,दसर ओर उडय पषठभम पर बन इस फलम म ऐस कई चल मसल मजद नह ह ज दरशक क सनमघर क ओर खच सक,1
पाओली दाम के बोल्ड सीन और निर्भीक संवादों की वजह से यह फिल्म चर्चा में थी।,neutral,पओल दम क बलड सन और नरभक सवद क वजह स यह फलम चरच म थ,1
फैमिली क्लास के लिए फिल्म में कुछ नहीं।,neutral,फमल कलस क लए फलम म कछ नह,1
रजनीश ठाकुर ने फिल्म के नायक के लिए बनारस के अमर जोशी को चुना है।,neutral,रजनश ठकर न फलम क नयक क लए बनरस क अमर जश क चन ह,1
फिल्म का गीत-संगीत थोड़ा कमजोर है।,neutral,फलम क गतसगत थड कमजर ह,1
फिल्म में ऋषि कपूर की ऐक्टिंग का जवाब नहीं। अपनी खुद की भूमिका के साथ उन्होंने पूरा न्याय किया है। सत्तर के दशक में आई राज कपूर की फिल्म मेरा नाम जोकर में रूसी ऐक्ट्रिस का प्रसंग इस फिल्म में बहुत दमदार ढंग से फिट किया गया है।,neutral,फलम म ऋष कपर क ऐकटग क जवब नह अपन खद क भमक क सथ उनहन पर नयय कय ह सततर क दशक म आई रज कपर क फलम मर नम जकर म रस ऐकटरस क परसग इस फलम म बहत दमदर ढग स फट कय गय ह,1
हिंदी फिल्मों में कलाकारों के साथ दर्शकों का अनोखा रिश्ता होता है।,neutral,हद फलम म कलकर क सथ दरशक क अनख रशत हत ह,1
ऐसा लगता है कि साधारण तरीकेसे फिल्म पूरी कर दी गई है।,neutral,ऐस लगत ह क सधरण तरकस फलम पर कर द गई ह,1
फिल्मों में हंसने की स्थितियां बनाने के बजाए लतीफेबाजी और मसखरी पर जोर रहता है।,neutral,फलम म हसन क सथतय बनन क बजए लतफबज और मसखर पर जर रहत ह,1
पीके' आज के समय की जरूरी फिल्म है।,neutral,पक आज क समय क जरर फलम ह,1
उन्होंने हमेशा ऐसी फिल्मों के दृश्यों को अपने संगीत से प्रभावपूर्ण बना दिया है।,neutral,उनहन हमश ऐस फलम क दशय क अपन सगत स परभवपरण बन दय ह,1
फिल्म में कुछ नया करने की कोशिश हुई है तो वो केवल यह है कि यहां पर चुटकुलों को नए अंदाज में पेश करने का प्रयासभर किया गया है।,neutral,फलम म कछ नय करन क कशश हई ह त व कवल यह ह क यह पर चटकल क नए अदज म पश करन क परयसभर कय गय ह,1
इस फिल्म के सहयोगी पात्रों का चुनाव भी जबरदस्त है।,neutral,इस फलम क सहयग पतर क चनव भ जबरदसत ह,1
फिल्म में ऐसा कोई किरदार भी नहीं है जो आपको बांध सकें।,neutral,फलम म ऐस कई करदर भ नह ह ज आपक बध सक,1
बाबाओं के आडंबर और ईश्वर के नाम पर चल रहे ढोंग और प्रपंच को अनके फिल्मों में विषय बताया गया है।,neutral,बबओ क आडबर और ईशवर क नम पर चल रह ढग और परपच क अनक फलम म वषय बतय गय ह,1
"समस्या वैसे दर्शकों के साथ हो सकती है, जो पहले से विनय पाठक और उनकी फिल्मों को नहीं जानते।",neutral,समसय वस दरशक क सथ ह सकत ह ज पहल स वनय पठक और उनक फलम क नह जनत,1
उन्होंने खयाल रखा है कि वे स्वाभाविक और फिल्म की संगत में दिखें।,neutral,उनहन खयल रख ह क व सवभवक और फलम क सगत म दख,1
"हां, यह फिल्म चारो मुख्य अभिनेताओं (रणदीप हुड्डा, नसीरुद्दीन शाह, शरद सक्सेना और विपिन शर्मा) के अभिनय के प्रदर्शन का शोकेस बन कर रह जाती है।",neutral,ह यह फलम चर मखय अभनतओ रणदप हडड नसरददन शह शरद सकसन और वपन शरम क अभनय क परदरशन क शकस बन कर रह जत ह,1
"फिल्म का संगीत थोड़ा तेज और लाउड है, लेकिन ये कहानी की मांग के अनुसार फिट बैठता है।",neutral,फलम क सगत थड तज और लउड ह लकन य कहन क मग क अनसर फट बठत ह,1
फिल्म में कसावट नहीं है।,neutral,फलम म कसवट नह ह,1
"फिल्म के अंत में औरतों के एहसास और आत्मानूभूति से प्रेरित एक स्त्री गान भी है, जो फिल्म के मनोरंजक प्रभाव को जबरदस्ती फेमिनिस्ट रंग देने की असफल कोशिश करता है।",neutral,फलम क अत म औरत क एहसस और आतमनभत स पररत एक सतर गन भ ह ज फलम क मनरजक परभव क जबरदसत फमनसट रग दन क असफल कशश करत ह,1
आधुनिक साउंड सिस्टम से लैस सिनेमाघरों में फिल्म देखते समय ध्वनि का कमाल और प्रभाव महसूस होगा।,neutral,आधनक सउड ससटम स लस सनमघर म फलम दखत समय धवन क कमल और परभव महसस हग,1
चश्मे बद्दूर' आज की फिल्म है।,neutral,चशम बददर आज क फलम ह,1
ऐसी फिल्में एक स्तर पर समाज में फैला भ्रमजाल तोड़ती हैं।,neutral,ऐस फलम एक सतर पर समज म फल भरमजल तडत ह,1
आज के युवा दर्शकों को यह फिल्म पसंद आएगी।,neutral,आज क यव दरशक क यह फलम पसद आएग,1
बागबान व्यावसायिक शैली में बनी एक ऐसी फिल्म थी जिसका विषय इससे पहले भी सफल रुप में अवतार जैसी कई फिल्मों में दोहराया जा चुका था।,neutral,बगबन वयवसयक शल म बन एक ऐस फलम थ जसक वषय इसस पहल भ सफल रप म अवतर जस कई फलम म दहरय ज चक थ,1
फिल्म के साथ एक बात और खलती है कि यहां पर कोई भी किरदार जमकर खड़ा हुआ नहीं दिखता है।,neutral,फलम क सथ एक बत और खलत ह क यह पर कई भ करदर जमकर खड हआ नह दखत ह,1
हिंदी फिल्मों में बदले की कहानी अमिताभ बच्चन के दौर में उत्कर्ष पर पहुंची।,neutral,हद फलम म बदल क कहन अमतभ बचचन क दर म उतकरष पर पहच,1
फिल्म देश विदेश में जोरदार कमाई कर रही है।,neutral,फलम दश वदश म जरदर कमई कर रह ह,1
फिल्म में आई बनारस की झलक सम्मोहक है।,neutral,फलम म आई बनरस क झलक सममहक ह,1
मुंबई के मिनर्वा थिएटर में यह फिल्म लगातार 240 हफ्तों तक चलती रही थी।,neutral,मबई क मनरव थएटर म यह फलम लगतर  हफत तक चलत रह थ,1
रामू की यह फिल्म युवा फिल्मकारों  को प्रयोग  करने का आश्वासन देती है।,neutral,रम क यह फलम यव फलमकर  क परयग  करन क आशवसन दत ह,1
ताजा हाल रितुपर्णो घोष की बंगाली फिल्म 'सत्यान्वेषी' मे ब्योमकेश बक्शी की भूमिका में 'कहानी' के निर्देशक सुजॉय घोष दिखे थे।,neutral,तज हल रतपरण घष क बगल फलम सतयनवष म बयमकश बकश क भमक म कहन क नरदशक सजय घष दख थ,1
फिल्म की स्क्रिप्ट बेहद कमजोर है। उस पर लचर डायलॉग डिलिवरी फिल्म का कमजोर पक्ष है।,neutral,फलम क सकरपट बहद कमजर ह उस पर लचर डयलग डलवर फलम क कमजर पकष ह,1
एक बेहतरीन स्क्रिप्ट और अच्छा प्रोड्क्शन किसी भी फिल्म की सॉलिड रिलीज के लिए बहुत होता है।,neutral,एक बहतरन सकरपट और अचछ परडकशन कस भ फलम क सलड रलज क लए बहत हत ह,1
"साजिद नाडियाडवाला ने इसी ब्रांड से जुड़ी कहानियों, किंवदंतियो और कार्यों को फिल्म की कहानी में गुंथा है।",neutral,सजद नडयडवल न इस बरड स जड कहनय कवदतय और करय क फलम क कहन म गथ ह,1
इस फिल्म में टाइमपास भी नहीं किया जा सकता है।,neutral,इस फलम म टइमपस भ नह कय ज सकत ह,1
"फिल्म में कस्बे का माहौल, शादी-व्याह और पंजाबी संस्कृति की उत्सवधर्मिता की झलक अच्छी और वास्तविक है।",neutral,फलम म कसब क महल शदवयह और पजब ससकत क उतसवधरमत क झलक अचछ और वसतवक ह,1
पुन:श्च - फिल्म में चल रहे नाटक रावणलीला की प्रस्तुति एकदम नयी है।,neutral,पनशच  फलम म चल रह नटक रवणलल क परसतत एकदम नय ह,1
फिल्म में कई बार उनके लिए 'हॉट' शब्द का इस्तेमाल किया गया है।,neutral,फलम म कई बर उनक लए हट शबद क इसतमल कय गय ह,1
अगर हम फिल्म के बजाय इस फिल्म  की तस्वीरें देखें और उनकी प्रदर्शनी में शामिल हों तो ज्यादा आनंदित हो सकते हैं।,neutral,अगर हम फलम क बजय इस फलम  क तसवर दख और उनक परदरशन म शमल ह त जयद आनदत ह सकत ह,1
नतीजतन फिल्म अपेक्षित असर नहीं डालती।,neutral,नतजतन फलम अपकषत असर नह डलत,1
फिल्म की कहानी उन्होंने बड़ी ही चालाकी से कोच से सट्टेबाज की तरफ घुमा दी।,neutral,फलम क कहन उनहन बड ह चलक स कच स सटटबज क तरफ घम द,1
दर्शकों का प्यार उमड़ा और फिर इस फिल्म ने देश के विभिन्न शहरों में सिल्वर जुबली और गोल्डन जुबली के रिकार्ड बनाए।,neutral,दरशक क पयर उमड़ और फर इस फलम न दश क वभनन शहर म सलवर जबल और गलडन जबल क रकरड बनए,1
इस फिल्म की कहानी मूल फिल्म के केंद्रीय भाव पर ही आधारित है।,neutral,इस फलम क कहन मल फलम क कदरय भव पर ह आधरत ह,1
"फिल्म की मूल कहानी में मास्क लगाए विलेन के किरदार में टॉमस हार्डी जो कि बेन के किरदार में पूरी फिल्म में बैटमैन बने क्रिस्टियन बेल पर हावी दिखते हैं, कई बार बुरी तरह नायक को पीटते हैं।",neutral,फलम क मल कहन म मसक लगए वलन क करदर म टमस हरड ज क बन क करदर म पर फलम म बटमन बन करसटयन बल पर हव दखत ह कई बर बर तरह नयक क पटत ह,1
एक नई मनोरंजक फिल्म का एहसास देती है।,neutral,एक नई मनरजक फलम क एहसस दत ह,1
इस फिल्म में के रविचंद्रन के छायांकन का महत्वपूर्ण योगदान है,neutral,इस फलम म क रवचदरन क छयकन क महतवपरण यगदन ह,1
इसका एक फायदा हुआ है कि फिल्म के खलनायक को पहचान मिल गई है।,neutral,इसक एक फयद हआ ह क फलम क खलनयक क पहचन मल गई ह,1
वे मशहूर डांसर विष्णु को ट्रेनिंग के लिए राजी करते हैं (विष्णु सर को राजी करने के दृश्य में दोहराव से फिल्म खिंचती है।,neutral,व मशहर डसर वषण क टरनग क लए रज करत ह वषण सर क रज करन क दशय म दहरव स फलम खचत ह,1
पहली फिल्म में अभिनय के साथ लेखन और निर्देशन की भी जिम्मेदारी उन्होंने संभाली है।,neutral,पहल फलम म अभनय क सथ लखन और नरदशन क भ जममदर उनहन सभल ह,1
इस फिल्म में चरित्रों के चित्रण से अधिक अभिनेताओं का चित्रण दिखता है।,neutral,इस फलम म चरतर क चतरण स अधक अभनतओ क चतरण दखत ह,1
फिल्म की गति बनाए रखने में पाश्‌र्र्व संगीत का योगदान है।,neutral,फलम क गत बनए रखन म पशररव सगत क यगदन ह,1
फिल्म में थिएटर बैकग्राउंड से जुड़े अभिनेताओं ने अच्छा अभिनय किया है।,neutral,फलम म थएटर बकगरउड स जड़ अभनतओ न अचछ अभनय कय ह,1
